ID EVENT uniek	E_aantal keer vermeld	Titel	DATUM KRANT	Onderwerp	Thema's_categorie	city	country	continent	spreker_samengevoegd	organisator1_gestandaardiseerd	Locatie	Locatie_gestandaardiseerd	STAD STANDAARD_GEGROEPEERD	period
EID7663	1.0	De Standaard	1924-12-15 00:00:00	"""eene voordracht met lichtbeelden zal worden gegeven over de ""Kei-Eilanden"" de vergadering gesloten"""	travel	Kei-eilanden	Indonesië	Azië	Masure	Katholieke Vlaamsche Hoogeschooluitbreiding			Rest	1922-1924
EID7667	1.0	De Standaard	1924-12-14 00:00:00	"""het bestuur rekent dan ook op een even flinke opkomst op Maandag 15 December, wanneer E. P. Toye, S.J., zal handelen over ""Missionaris en Landbouw in Congo"". Deze voordracht zal eveneens gepaard gaan met lichtbeelden"""	maatschappelijk		Congo	Afrika	Toye	Katholieke Vlaamsche Hoogeschooluitbreiding			Rest	1922-1924
EID7731	1.0	Het Handelsblad	1924-12-19 00:00:00	Huidige toestanden in Hongarië	maatschappelijk		Hongarije	Europa	PrimsFlorentinus Hubertus Ludovicus	Katholieke Vlaamsche Hoogeschooluitbreiding	Sint-Stanislasgesticht	Stanislasgesticht	Antwerpen	1922-1924
EID7788	1.0	De Standaard	1924-03-12 00:00:00	"""eene voordracht met lichtbeelden over Nizza en Monaco"""	travel	Nizza	Frankrijk, Monaco	Europa	de CorswaremPaul	Katholieke Vlaamsche Hoogeschooluitbreiding			Rest	1922-1924
EID8191	2.0	Het Vlaamsche Nieuws - Vlaamsche Gazet	1915-12-12 00:00:00	eene reisbeschrijving over Italië	travel		Italië	Europa	De MeyPieter	Katholieke Vlaamsche Hoogeschooluitbreiding		Sint-Lutgardisschool	Antwerpen	1914-1918
EID2128	1.0	Gazet Van Antwerpen	1914-02-21 00:00:00	Italië, het H. Land en Egypte	travel		Italië, Egypte, het Heilige Land	Europa	Goetschalkx	Katholieke Vlaamsche Jonge Werkerswacht			Rest	1914-1918
EID3429	1.0	Het Handelsblad	1922-01-19 00:00:00	Land van Waas	travel	Land van Waas	België	Europa	ThuysbaertProsper Paul Joseph Marie Leon Emile Ghislain	Katholieke Vlaamsche Jonge Werkerswacht	zaal van Sint-Aloysius Patronaat	Sint-Aloysius Patronaat	Antwerpen	1922-1924
EID5214	1.0	Het Handelsblad	1923-03-07 00:00:00	reis naar het H. Land	travel		het Heilige Land	Azië	Coppieters	Katholieke Vlaamsche Jonge Werkerswacht	Katholike Vlaamsche Jonge Werkerswacht		Rest	1922-1924
EID6054	2.0	Het Handelsblad	1923-11-18 00:00:00	De Boerenkrijg	geschiedenis		België, Luxemburg	Europa	LernoA.	Katholieke Vlaamsche Jonge Werkerswacht	Gildenhuis		Rest	1922-1924
EID6475	1.0	Het Handelsblad	1924-10-12 00:00:00	Het Zwarte Woud	travel	Zwarte Wout	Duitsland	Europa	HerbertL.	Katholieke Vlaamsche Jonge Werkerswacht			Rest	1922-1924
EID6778	1.0	Het Handelsblad	1924-10-12 00:00:00	Ierland	travel		Ierland	Europa	Christophe	Katholieke Vlaamsche Jonge Werkerswacht			Rest	1922-1924
EID6916	1.0	Het Handelsblad	1924-04-06 00:00:00	De Rijn en De Rhur	travel		Duitsland	Europa	Hanssens	Katholieke Vlaamsche Jonge Werkerswacht			Rest	1922-1924
EID7038	1.0	Het Handelsblad	1924-10-12 00:00:00	Rome	travel	Rome	Italië	Europa	Moernaut	Katholieke Vlaamsche Jonge Werkerswacht			Rest	1922-1924
EID7331	1.0	Het Handelsblad	1924-10-12 00:00:00	Pater Damiaan	geschiedenis		Hawaï	Amerika	De Meulder	Katholieke Vlaamsche Jonge Werkerswacht			Rest	1922-1924
EID7490	1.0	Het Handelsblad	1924-10-12 00:00:00	Algerië	travel		Algerije	Afrika	Geerts	Katholieke Vlaamsche Jonge Werkerswacht			Rest	1922-1924
EID7599	1.0	Het Handelsblad	1924-12-04 00:00:00	Tout Ank Amon	geschiedenis		Egypte	Afrika	Vercruyssen	Katholieke Vlaamsche Jonge Werkerswacht	lokaal Katholieke Vlaamsche Jonge Wacht		Rest	1922-1924
EID8189	1.0	Het Handelsblad	1923-11-18 00:00:00	Pater Damiaan	geschiedenis		Hawaï	Amerika	De Meulder	Katholieke Vlaamsche Jonge Werkerswacht	Gildenhuis		Rest	1922-1924
EID8241	1.0	Het Handelsblad	1923-11-18 00:00:00	De Ruhr	travel	Ruhrgebied	Duitsland	Europa	Hanssens	Katholieke Vlaamsche Jonge Werkerswacht	Gildenhuis		Rest	1922-1924
EID8292	1.0	Het Handelsblad	1923-11-18 00:00:00	Lourdes-Frankrijk	travel	Lourdes	Frankrijk	Europa	Moernaut	Katholieke Vlaamsche Jonge Werkerswacht	Gildenhuis		Rest	1922-1924
EID8311	1.0	Het Handelsblad	1923-11-18 00:00:00	De Kempen	travel	Kempen	België	Europa	PrimsFlorentinus Hubertus Ludovicus	Katholieke Vlaamsche Jonge Werkerswacht	Gildenhuis		Rest	1922-1924
EID5305	1.0	Het Handelsblad	1923-03-16 00:00:00	Pater Damiaan en de Molckal-eilanden	geschiedenis		Hawaï	Amerika	Van den Bossche Ignatius 	"Katholieke Vlaamsche Meisjeskring ""De Missiekrans"""	parochiale feestzaal der Zegelstraat 	Sint-Jansparochie feestzaal	Antwerpen	1922-1924
EID4997	3.0	De Standaard	1923-01-15 00:00:00	"""Rijn-Schelde verbinding (met lichtbeelden)"""	maatschappelijk			Europa	Van CaeneghemJ.	Katholieke Vlaamsche Strijders			Rest	1922-1924
EID5447	1.0	De Standaard	1923-04-16 00:00:00	"""De voordracht over onze Congokolonie"" ""lichtbeelden"""	travel		Congo	Afrika	ColléeJozef	Katholieke Volksbond	Volksbond		Rest	1922-1924
EID6809	1.0	De Standaard	1924-03-10 00:00:00	"""een voordracht over ""Congo"" met prachtige lichtbeelden en ook filmen"""	travel		Congo	Afrika	SiebenArthur	Katholieke Volksbond	Kath. Volksbond		Rest	1922-1924
EID70	2.0	Gazet van Antwerpen	1902-02-20 00:00:00	de heldendaden van het Boerenleger, de manier van oorlogvoeren, de bijzonderste gevechten van den Transvaalschen oorlog te doen kennen	maatschappelijk		Congo	Afrika	De Zeeuw	Katholieke Werkmanskring	lokaal van de Katholieke Werkmanskring	Katholieken Werkmanskring	Antwerpen	1902-1904
EID1430	5.0	Gazet van Antwerpen	1904-03-07 00:00:00	zijne reis naar de Noordkaap over Lapland	travel	Lapland	Finland	Europa	De MeyPieter	Katholieke Zuiderbond		De Grot	Antwerpen	1902-1904
EID645	1.0	Het Handelsblad	1903-04-03 00:00:00	Reis naar Italië, naar Rome	travel	Rome	Italië	Europa	De MeyPieter	Katholieke Zuiderbond	lokaal Katholieke Zuiderbond	De Grot	Antwerpen	1902-1904
EID408	2.0	Journal De Bruxelles	1903-01-19 00:00:00	Les Volcans de Java	travel		Java	Azië	DierckxFrançois Petrus	Société Scientifique	Hotel Ravenstein	Hôtel Ravenstein	Brussel	1902-1904
EID1212	1.0	Het Handelsblad	1904-02-07 00:00:00	de Heilige Stad	travel	Jerusalem	Palestina	Azië	Redant	Katholieken Kring	zaal van den katholieken kring		Rest	1902-1904
EID1272	4.0	Het Handelsblad	1903-11-11 00:00:00	Eene reis naar de Noordkaap over Stockholm en Lapland	travel	Lapland	Finland	Europa	De MeyPieter	Katholieken Kring	Katholieken Kring	Katholieken Kring, fotografie-afdeling	Antwerpen	1902-1904
EID1344	3.0	Het Handelsblad	1903-11-11 00:00:00	Beijeren en zijne Kasteelen	travel	Beieren	Duitsland	Europa	CoupéJoseph Antoine	Katholieken Kring	Katholieken Kring	katholieken Kring 	Antwerpen	1902-1904
EID1816	2.0	Het Handelsblad	1904-12-21 00:00:00	Récit et impressions de voyage dans le Dauphiné	travel		Frankrijk	Europa	MattonHenri Aimé	Katholieken Kring	Katholieken Kring	Katholieken Kring, fotografie-afdeling	Antwerpen	1902-1904
EID1910	2.0	Journal De Bruxelles	1914-01-15 00:00:00	l'Eiffel et les régions avoisinantes	travel		Frankrijk	Europa	SchoofsF. 	Katholieken Kring	Palais des Arts	Palais des Arts	Brussel	1914-1918
EID2160	2.0	Het Handelsblad	1914-02-17 00:00:00	Le Congo, moeurs et coutumes indigènes	travel		Congo	Afrika	OrbanPaul 	Katholieken Kring	feestzaal	Katholieken Kring	Antwerpen	1914-1918
EID2320	2.0	Journal De Bruxelles	1914-03-18 00:00:00	Japon Moderne	travel		Japan	Azië	PontusRauol 	Katholieken Kring	Palais des Arts	Palais des Arts	Brussel	1914-1918
EID2390	1.0	Gazet Van Antwerpen	1914-03-28 00:00:00	De Afrikaansche Missiën en Eene reis in Afrika	travel			Afrika	Seynam	Katholieken Kring	Katholieken Kring		Rest	1914-1918
EID1161	2.0	Journal De Bruxelles	1904-01-24 00:00:00	Java et les îles Moluques	travel		Java, Molukken	Azië	LiebrechtDéodat	Société royale belge de Géographie	Société royale belge de Géographie	Société royale belge de géographie	Brussel	1902-1904
EID28	3.0	Gazet van Antwerpen	1902-01-05 00:00:00	herinneringen gebeurtenissen( Noorwegen, Engeland, ontploffing bij Corvillain	travel	Antwerpen	Noorwegen, Engeland, België	Europa		Katholieken Kring	Katholieken Kring zaal	Katholieken Kring, fotografie-afdeling	Antwerpen	1902-1904
EID323	1.0	Gazet van Antwerpen 	1902-12-18 00:00:00	de Rijn	travel			Europa	CoupéJoseph Antoine	Katholieken Kring		Katholieken Kring	Antwerpen	1902-1904
EID338	1.0	Het Handelsblad	1902-12-13 00:00:00	Congo	travel		Congo	Afrika	VerhaegenPierre	Katholieken Kring	katholieken kring		Rest	1902-1904
EID4352	2.0	Het Handelsblad	1922-10-25 00:00:00	De priesterlijke wijdingen door Zijne Eminentie kardinaal Mercier	maatschappelijk			Europa	CroegaertAugustinus Joannes Maria Josephus	Katholieken Kring	Katholieken Kring	Katholieken Kring	Antwerpen	1922-1924
EID519	1.0	Journal De Bruxelles	1903-02-15 00:00:00	Un voyage en Sicile	travel		Sicilië	Europa	t'SerstevensGaston	Katholieken Kring	Cercle catholique		Rest	1902-1904
EID6027	1.0	Journal De Bruxelles	1923-11-19 00:00:00	Egypte	travel		Egypte	Afrika	Van Riez	Katholieken Kring			Rest	1922-1924
EID6922	1.0	Journal De Bruxelles	1924-04-05 00:00:00	Comment nous avons fait la guerre, au Congo	maatschappelijk		Congo	Afrika	HabranLouis 	Katholieken Kring	Cercle catholique		Rest	1922-1924
EID8162	1.0	Het Handelsblad	1902-03-01 00:00:00	zijne herinneringen aan een uitstapje in de Velay, de Gévaudan en de Causse Noir	travel	Le Puy-en-Velay, Gévaudan, Causse Noir	Frankrijk	Europa	CoupéJoseph Antoine	Katholieken Kring	Katholieken Kring (zaal Harmonie)	Koninklijke Harmonie Maatschappij	Antwerpen	1902-1904
EID94	1.0	Het Handelsblad	1902-03-12 00:00:00	Italië	travel		Italië	Europa		Katholieken Kring	Katholieken Kring	Katholieken Kring, fotografie-afdeling	Antwerpen	1902-1904
EID982	3.0	Het Handelsblad	1903-12-02 00:00:00	Zwitserland	travel		Zwitserland	Europa	PeterKarel	Katholieken Kring	Katholieken Kring	Katholieken Kring, fotografie-afdeling	Antwerpen	1902-1904
EID987	1.0	Gazet van Antwerpen	1903-12-06 00:00:00	Schilderachtig vaderland	kunst		België	Europa	PeterKarel	Katholieken Kring	Katholieken Kring 	Katholieken Kring	Antwerpen	1902-1904
EID4996	1.0	Het Nieuws van den Dag	1923-11-27 00:00:00	"""In Noord-China"""	travel		China	Azië	SchotteG.	Katholiek-Vlaamsch Studentengild	zaal der Gilde 		Rest	1922-1924
EID5199	1.0	Het Nieuws van den Dag	1923-11-27 00:00:00	"""Onder de Ruthenen"""	travel		Hongarije, Podolië, Volhynië, Litouwen	Europa	Peustjens	Katholiek-Vlaamsch Studentengild	zaal der Gilde 		Rest	1922-1924
EID5413	1.0	Het Nieuws van den Dag	1923-11-27 00:00:00	"""Het Congoleesch lied"""	kunst		Congo	Afrika	PauwelsA.	Katholiek-Vlaamsch Studentengild	zaal der Gilde 		Rest	1922-1924
EID6123	2.0	Het Nieuws van den Dag	1923-11-27 00:00:00	"""Congoleesche litteratuur"""	kunst		Congo	Afrika	Struyf	Katholiek-Vlaamsch Studentengild	zaal der Gilde 		Rest	1922-1924
EID6280	2.0	De Standaard	1923-11-21 00:00:00	"""Lichtbeelden zullen iedere voordracht opluisteren"" """"Reis door Engelsch Indië"""""	travel		India	Azië	VitalO.	Katholiek-Vlaamsch Studentengild	zaal der Gilde		Rest	1922-1924
EID6404	1.0	Het Nieuws van den Dag	1923-11-27 00:00:00	"""Onder de Arabieren"""	travel			Azië	St-Oger	Katholiek-Vlaamsch Studentengild	zaal der Gilde 		Rest	1922-1924
EID6407	1.0	De Standaard	1923-11-21 00:00:00	"""Lichtbeelden zullen iedere voordracht opluisteren"" """"Onder de Arabieren"""""	travel			Azië		Katholiek-Vlaamsch Studentengild	zaal der Gilde		Rest	1922-1924
EID6619	1.0	De Standaard	1923-11-21 00:00:00	"""Lichtbeelden zullen iedere voordracht opluisteren"" """"In Noord-China"""""	travel		China	Azië	SchotteG.	Katholiek-Vlaamsch Studentengild	zaal der Gilde		Rest	1922-1924
EID6762	1.0	De Standaard	1923-11-21 00:00:00	"""Lichtbeelden zullen iedere voordracht opluisteren"" """"Onder de Ruthenen"""""	travel		Hongarije, Podolië, Volhynië, Litouwen	Europa	Peustjens	Katholiek-Vlaamsch Studentengild	zaal der Gilde		Rest	1922-1924
EID6792	1.0	De Standaard	1924-03-10 00:00:00	"""voordracht met lichtbeelden, over: ""De Antillen"""""	travel		Antilles	Amerika	Peustjens	Katholiek-Vlaamsch Studentengild	Gildezaal		Rest	1922-1924
EID6943	1.0	De Standaard	1923-11-21 00:00:00	"""Lichtbeelden zullen iedere voordracht opluisteren"" """"Het Congoleesche lied"""""	kunst		Congo	Afrika	PauwelsA.	Katholiek-Vlaamsch Studentengild	zaal der Gilde		Rest	1922-1924
EID5925	1.0	De Standaard	1923-11-08 00:00:00	"""reeks voordrachtavonden"" ""Het was de Heer Sieben, bureeloverste aan het Ministerie van Koloniën, die in een puike en aangename voordracht met lichtbeelden een klaren kijk heeft gegeven op het beschavingswerk in Belgisch-Congo"""	maatschappelijk		Congo	Afrika	SiebenArthur	"katholiek-Vlaamsche ""Denderwacht"" "			Rest	1922-1924
EID1443	1.0	Het Handelsblad	1904-04-16 00:00:00	Romeinsche kunst	kunst		Congo	Europa	RosierJan	Klein Seminarie	Klein Seminarie		Rest	1902-1904
EID2112	1.0	Het Nieuws van den Dag	1914-02-10 00:00:00	Palestina	travel		Palestina	Azië	Van Lerberghe	Komiteit der Katholieke Kieswerking van de 1e afdeeling	Kring de Merode	école Saint-Ghislain 	Brussel	1914-1918
EID6683	1.0	Volksgazet	1924-02-20 00:00:00	Reis door België	travel		België	Europa	TrouillardF.	Komiteit voor Arbeidersopvoeding/Centrale voor Arbeidersopvoeding	lokaal De Toekomst	De Toekomst	Antwerpen	1922-1924
EID8718	1.0	Het Vlaamsche Nieuws - Vlaamsche Gazet	1918-02-13 00:00:00	Het oude Vlaanderen	travel	Vlaanderen	België	Europa		Komiteit voor Vlaamsche Kunstavonden			Brussel	1914-1918
EID8719	1.0	Het Vlaamsche Nieuws - Vlaamsche Gazet	1918-02-13 00:00:00	Het oude Vlaanderen	travel	Vlaanderen	België	Europa		Komiteit voor Vlaamsche Kunstavonden			Brussel	1914-1918
EID8720	1.0	Gazet van Brussel. Dagblad van het Vlaamsche Volk	1918-02-13 00:00:00	Het oude Vlaanderen	travel	Vlaanderen	België	Europa		Komiteit voor Vlaamsche Kunstavonden		t Vlaamsch Huis	Brussel	1914-1918
EID8721	1.0	Gazet van Brussel. Dagblad van het Vlaamsche Volk	1918-02-13 00:00:00	Het oude Vlaanderen	travel	Vlaanderen	België	Europa		Komiteit voor Vlaamsche Kunstavonden		t Vlaamsch Huis	Brussel	1914-1918
EID1119	1.0	La Métropole 	1904-01-14 00:00:00	Un voyage au Pôle Nord	travel			Antartica	De MeyPieter	Koninklijke Burgerkring	Lokaal Burgersbond	Burgerkring	Antwerpen	1902-1904
EID2736	1.0	Gazet Van Antwerpen	1915-06-05 00:00:00	Reis door België en Frankrijk	travel		België, Frankrijk	Europa		Koninklijke Burgerkring	Burgersbond  Wetstraat	Burgersbond Wetstraat	Antwerpen	1914-1918
EID378	3.0	Het Handelsblad	1903-01-15 00:00:00	mijn laatste zwerftocht door Italië	travel		Italië	Europa	De MeyPieter	Koninklijke Burgerkring	Burgersbond	Burgerkring	Antwerpen	1902-1904
EID7670	2.0	Het Handelsblad	1924-12-15 00:00:00	De Belgischen Ardennen	travel	Ardennen	België	Europa	De VosLouis 	Koninklijke Burgerkring	Koninklijke Burgerkring	Burgerkring	Antwerpen	1922-1924
EID4822	1.0	De Nieuwe Gazet	1923-01-30 00:00:00	kempenland	travel	Kempen	België	Europa	BrouxJoz.	koninklijke hoofdrederijkkamer de violieren	feestzaal Volksvlijt	feestzaal Volksvlijt	Antwerpen	1922-1924
EID5518	1.0	De Nieuwe Gazet	1923-05-09 00:00:00	een reis in Zwitersland, door het Berner Oberland	travel	Kempen	België	Europa	BoelMaurice	koninklijke hoofdrederijkkamer de violieren	feestzaal Volksvlijt	feestzaal Volksvlijt	Antwerpen	1922-1924
EID7273	4.0	Het Laatste Nieuws	1924-08-16 00:00:00	Kunstgebouwen en Landschappen in Kanada	travel		Canada	Amerika		Koninklijke Raad voor Kunstgebouwen en Natuurschoonheid	Akademiepaleis	Palais des Académies 	Brussel	1922-1924
EID5239	1.0	Het Laatste Nieuws	1923-03-09 00:00:00	"""Italië"""	travel		Italië	Europa	Van KalkenFrans	Koninklijke Toneelvereeniging 'De Zonnestraal'	voordrachtzaal der gemeenteschool nr 9	Ecole communale n°9	Brussel	1922-1924
EID7202	1.0	Het Laatste Nieuws	1924-10-01 00:00:00	Belgisch Kongo	travel		Congo	Afrika	WellekensK. 	"Koninklijke Tooneelvereeeniging ""De Noordstar"""	Groot Gulden Kasteel	Groot Gulden Kasteel	Brussel	1922-1924
EID6257	1.0	De Standaard	1923-12-16 00:00:00	"""eene voordracht houden met lichtbeelden over de inrichting van den brandweerdienst in de Vereenigde Staten. Deze dienst werd door voornoemde heer, op bijzondere zending van het Fransch gouvernement en van de stad Parijs, ter plaatse bestudeerd"""	maatschappelijk		Verenigde Staten	Amerika	Vanginot 	Koninklijken bond der Brandweren van België	Gemeentehuize van Schaarbeek	Hôtel Communal	Brussel	1922-1924
EID3341	1.0	De Standaard	1923-03-02 00:00:00	"""Wat hij tijdens eene studiereis in Denemarken ervaren had, kwam mededeelen"""	travel		Denemarken	Europa	Van OlmenAug.	Kring der studenten van de Landbouwhoogeschool te Gent			Rest	1922-1924
EID3567	2.0	De Standaard	1922-02-10 00:00:00	"""Jeruzalem"""	travel	Jerusalem	Palestina	Azië	MeyvaertTh.	Kring God en Vaderland	Salons		Rest	1922-1924
EID2336	11.0	Het Handelsblad	1914-03-11 00:00:00	de Provencalers en de Provencaalsche herwording	maatschappelijk		Frankrijk	Europa	ProvenceMarcel 	Kring Pro Westlandia	Koninklijk Atheneum	Koninklijk Atheneum	Antwerpen	1914-1918
EID2358	3.0	Vlaamsche gazet van Brussel	1914-03-22 00:00:00	Les Provençaux et la Renaissance Provençale	maatschappelijk		Frankrijk	Europa	ProvenceMarcel 	Kring Pro Westlandia	Patria	Patria	Brussel	1914-1918
EID2374	1.0	Vlaamsche gazet van Brussel	1914-03-22 00:00:00	Les Provençaux et la Renaissance Provençale	maatschappelijk		Frankrijk	Europa	ProvenceMarcel 	Kring Pro Westlandia	Notarissenhuis		Rest	1914-1918
EID2387	1.0	Het Handelsblad	1914-03-23 00:00:00	Les Provençaux et la Renaissance Provençale	maatschappelijk		Frankrijk	Europa	ProvenceMarcel 	Kring Pro Westlandia			Antwerpen	1914-1918
EID8316	2.0	Het Handelsblad	1914-03-11 00:00:00	de Provencalers en de Provencaalsche herwording	maatschappelijk		Frankrijk	Europa	ProvenceMarcel 	Kring Pro Westlandia			Rest	1914-1918
EID8317	2.0	Het Handelsblad	1914-03-11 00:00:00	de Provencalers en de Provencaalsche herwording	maatschappelijk		Frankrijk	Europa	ProvenceMarcel 	Kring Pro Westlandia			Rest	1914-1918
EID8318	3.0	Het Handelsblad	1914-03-11 00:00:00	de Provencalers en de Provencaalsche herwording	maatschappelijk		Frankrijk	Europa	ProvenceMarcel 	Kring Pro Westlandia			Rest	1914-1918
EID8319	2.0	Het Handelsblad	1914-03-11 00:00:00	de Provencalers en de Provencaalsche herwording	maatschappelijk		Frankrijk	Europa	ProvenceMarcel 	Kring Pro Westlandia			Rest	1914-1918
EID8320	3.0	Het Handelsblad	1914-03-11 00:00:00	de Provencalers en de Provencaalsche herwording	maatschappelijk		Frankrijk	Europa	ProvenceMarcel 	Kring Pro Westlandia				1914-1918
EID8321	2.0	Het Handelsblad	1914-03-11 00:00:00	de Provencalers en de Provencaalsche herwording	maatschappelijk		Frankrijk	Europa	ProvenceMarcel 	Kring Pro Westlandia			Rest	1914-1918
EID8322	3.0	Het Handelsblad	1914-03-11 00:00:00	de Provencalers en de Provencaalsche herwording	maatschappelijk		Frankrijk	Europa	ProvenceMarcel 	Kring Pro Westlandia				1914-1918
EID8323	1.0	Ons volk ontwaakt	1914-03-14 00:00:00	de Provencalers en de Provencaalsche Hergeboorte	maatschappelijk		Frankrijk	Europa	ProvenceMarcel 	Kring Pro Westlandia			Rest	1914-1918
EID8325	2.0	Ons volk ontwaakt	1914-03-14 00:00:00	de Provencalers en de Provencaalsche Hergeboorte	maatschappelijk		Frankrijk	Europa	ProvenceMarcel 	Kring Pro Westlandia			Rest	1914-1918
EID4598	1.0	De Standaard	1922-12-13 00:00:00	"""De Hawai-eilanden"" ""Pater Damiaan"""	geschiedenis		Hawaï	Amerika	Van den Bossche Ignatius 	Kring van den katholieke Jongelingenbond	Feestzaal van het patronaat		Rest	1922-1924
EID5324	1.0	De Standaard	1923-03-21 00:00:00	"""Over de Kempen"""	travel	Kempen	België	Europa	PrimsFlorentinus Hubertus Ludovicus	Kring van den katholieke Jongelingenbond	Kring van den katholieke Jongelingenbond		Rest	1922-1924
EID2109	3.0	De Nieuwe Gazet	1914-02-09 00:00:00	Les Hautes Fagnes	travel			Europa	LepageHonoré Paul Lucien	Kring voor Fotografische en Wetenschappelijke Studiën van Antwerpen	Café Suisse, bijzonderen ingang	Café Suisse 	Antwerpen	1914-1918
EID3653	1.0	De Nieuwe Gazet	1922-02-19 00:00:00	"""De Luxemburgsche Ardennen"""	travel	Ardennen	Luxemburg	Europa	LepageHonoré Paul Lucien	Kring voor Fotografische en Wetenschappelijke Studiën van Antwerpen	Café Suisse	Café Suisse	Antwerpen	1922-1924
EID3965	1.0	De Nieuwe Gazet	1922-04-21 00:00:00	"""Voordracht over Zwitserland"""	travel		Zwitserland	Europa	BorrenbergenEmile	Kring voor Fotografische en Wetenschappelijke Studiën van Antwerpen	Café Suisse	Café Suisse	Antwerpen	1922-1924
EID4315	1.0	Het Handelsblad	1922-11-07 00:00:00	Florence en omstreken	travel	Florence	Italië	Europa		Kring voor Fotografische en Wetenschappelijke Studiën van Antwerpen	Café Suisse	Café Suisse	Antwerpen	1922-1924
EID4563	5.0	Le Matin	1922-12-09 00:00:00	"""Un Site ménacé"", ""la Vallée supérieure de l'Ourthe"""	travel	Luxemburg	België	Europa	ChargoisCharles Victor Dominique Pierre	Kring voor Fotografische en Wetenschappelijke Studiën van Antwerpen	"local du cercle ""Café Suisse"""	Café Suisse 	Antwerpen	1922-1924
